1667258952.071780,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071843,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071858,docker0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071873,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071887,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071903,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071925,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071942,s2-eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258952.071967,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258953.072202,lo,3763.00,3763.00,7526.00,3763,3763,44.00,44.00,88.00,44,44,0.00,0.00,0,0,30104.00,30104.00,60208.00,30104,30104
1667258953.072255,eth0,2072.00,1320.00,3392.00,1320,2072,18.00,14.00,32.00,14,18,0.00,0.00,0,0,16576.00,10560.00,27136.00,10560,16576
1667258953.072296,docker0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258953.072307,s1-eth1,70.00,70.00,140.00,70,70,1.00,1.00,2.00,1,1,0.00,0.00,0,0,560.00,560.00,1120.00,560,560
1667258953.072319,s2-eth1,0.00,42.00,42.00,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,336.00,336.00,336,0
1667258953.072331,s1-eth3,70.00,0.00,70.00,0,70,1.00,0.00,1.00,0,1,0.00,0.00,0,0,560.00,0.00,560.00,0,560
1667258953.072356,s1-eth2,70.00,0.00,70.00,0,70,1.00,0.00,1.00,0,1,0.00,0.00,0,0,560.00,0.00,560.00,0,560
1667258953.072379,s2-eth0,0.00,70.00,70.00,70,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,560.00,560.00,560,0
1667258953.072401,total,6045.00,5265.00,11310.00,5265,6045,65.00,61.00,126.00,61,65,0.00,0.00,0,0,48360.00,42120.00,90480.00,42120,48360
1667258954.072629,lo,712.00,712.00,1424.00,712,712,9.00,9.00,18.00,9,9,0.00,0.00,0,0,5696.00,5696.00,11392.00,5696,5696
1667258954.072675,eth0,220.00,148.00,368.00,148,220,2.00,2.00,4.00,2,2,0.00,0.00,0,0,1760.00,1184.00,2944.00,1184,1760
1667258954.072690,docker0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258954.072702,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258954.072712,s2-eth1,70.00,42.00,112.00,42,70,1.00,1.00,2.00,1,1,0.00,0.00,0,0,560.00,336.00,896.00,336,560
1667258954.072724,s1-eth3,70.00,0.00,70.00,0,70,1.00,0.00,1.00,0,1,0.00,0.00,0,0,560.00,0.00,560.00,0,560
1667258954.072747,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258954.072758,s2-eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258954.072778,total,1072.00,902.00,1974.00,902,1072,13.00,12.00,25.00,12,13,0.00,0.00,0,0,8576.00,7216.00,15792.00,7216,8576
1667258955.073071,lo,1142.00,1142.00,2284.00,1142,1142,16.00,16.00,32.00,16,16,0.00,0.00,0,0,9136.00,9136.00,18272.00,9136,9136
1667258955.073128,eth0,564.00,404.00,968.00,404,564,6.00,6.00,12.00,6,6,0.00,0.00,0,0,4512.00,3232.00,7744.00,3232,4512
1667258955.073145,docker0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258955.073156,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258955.073167,s2-eth1,0.00,42.00,42.00,42,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0,0.00,336.00,336.00,336,0
1667258955.073178,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258955.073200,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258955.073211,s2-eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0
1667258955.073230,total,1706.00,1588.00,3294.00,1588,1706,22.00,23.00,45.00,23,22,0.00,0.00,0,0,13648.00,12704.00,26352.00,12704,13648
